1.1	1	8.21	1.39	5
3.7	1.1	28.88	0.79	2
2.6	1.1	1.45	0.48	4
2.6	1.5	0.03	0.64	4.5
1.2	1	1.99	1.22	6
2.7	1.1	1.45	0.47	4
3.8	1.1	28.88	0.79	2
2.6	1	6.74	0.61	5
4.2	1	28.18	0.03	4
2.7	1.5	0.03	0.63	4.5
1.3	1	1.99	1.23	5
2.8	1.1	1.45	0.47	4
3.9	1.1	28.88	0.79	2
4.3	1	28.18	0.03	4
2.7	1	6.74	0.6	5
2.8	1.5	0.03	0.63	4.5
1.4	1	1.99	1.23	5
2.9	1.1	6.74	0.55	4
4.4	1	28.18	0.03	4
2.8	1	6.74	0.6	5
2.9	1.5	3.41	0.59	4
1.5	1	1.99	1.23	5
3	1.1	13.61	0.58	4
4	1.1	28.88	0.79	2
4.5	1	28.18	0.03	4
2.9	1	6.74	0.57	5
3.1	1.1	13.61	0.58	4
1.6	1	1.99	1.22	5
4.1	1.1	28.88	0.79	2
3	1.5	10.78	0.65	4
4.6	1	28.18	0.03	4
2.4	2.8	0	1.45	4
3	1	13.61	0.61	5
1.7	1	4.77	0.76	5
3.2	1.1	13.61	0.58	4
4.2	1.1	28.88	0.05	2
2.5	2.8	0	1.45	4
3.1	1	13.61	0.61	5
4.7	1	31.1	0.04	4
1.8	1	4.61	0.76	5
4.3	1.1	28.88	0.05	2
4.8	1	31.1	0.04	4
1.9	1	4.61	0.75	5
3.2	1	13.61	0.61	5
4.4	1.1	28.88	0.05	2
4.9	1	31.1	0.88	4
3.3	1	13.61	0.61	5
2	1	4.61	0.75	5
4.5	1.1	28.88	0.05	2
3.4	1	13.61	0.62	5
2.1	1	4.61	0.75	5
4.6	1.1	28.88	0.05	2
3.5	1	13.61	0.62	4
4.7	1.1	29.93	0.07	3
2.2	1	6.74	0.61	5
3.6	1	28.18	0.8	4
4.8	1.1	29.93	0.07	3
2.3	1	6.74	0.63	5
3.7	1	28.18	0.8	4
4.9	1.1	29.93	0.87	3
2.4	1	6.74	0.63	5
3.8	1	28.18	0.8	4
5	1.1	32.1	0.86	3
2.6	2.8	0	1.45	4
2.5	1	6.18	0.62	5
3.9	1	28.18	0.8	4
2.7	2.8	0	1.46	4
3.3	1.1	13.61	0.58	4
4	1	28.18	0.8	4
3.4	1.1	13.61	0.59	4
4.1	1	28.18	0.8	4
